_linear,_angular,timestamp
"geometry_msgs.msg.Vector3(x=0.05755027944006961, y=0.007800964792435219, z=0.1510064525130716)","geometry_msgs.msg.Vector3(x=0.003307119019692102, y=0.09898897558058413, z=0.02007830076821994)",1745570283656357510
"geometry_msgs.msg.Vector3(x=0.05755027944006961, y=0.007800964792435219, z=0.1510064525130716)","geometry_msgs.msg.Vector3(x=0.003307119019692102, y=0.09898897558058413, z=0.02007830076821994)",1745570283689227907
"geometry_msgs.msg.Vector3(x=0.05749445990443599, y=0.007872069571170523, z=0.1572314811876841)","geometry_msgs.msg.Vector3(x=0.0030802023814067397, y=0.0983051103287201, z=0.020002828936500003)",1745570283720426679
"geometry_msgs.msg.Vector3(x=0.057515843341915666, y=0.008094047872191956, z=0.150192138350685)","geometry_msgs.msg.Vector3(x=0.0027522453678006354, y=0.09820660418341301, z=0.020083459360288287)",1745570283754047966
"geometry_msgs.msg.Vector3(x=0.057515843341915666, y=0.008094047872191956, z=0.150192138350685)","geometry_msgs.msg.Vector3(x=0.0027522453678006354, y=0.09820660418341301, z=0.020083459360288287)",1745570283787126247
"geometry_msgs.msg.Vector3(x=0.05751803043482739, y=0.008219849004985156, z=0.1379389628645178)","geometry_msgs.msg.Vector3(x=0.0025501569486037694, y=0.09805969924583302, z=0.020114766367236643)",1745570283819854221
"geometry_msgs.msg.Vector3(x=0.05751803043482739, y=0.008219849004985156, z=0.1379389628645178)","geometry_msgs.msg.Vector3(x=0.0025501569486037694, y=0.09805969924583302, z=0.020114766367236643)",1745570283855762401
"geometry_msgs.msg.Vector3(x=0.05743564219312282, y=0.00770586578786446, z=0.14432062205799112)","geometry_msgs.msg.Vector3(x=0.003249648941540456, y=0.09796816011524974, z=0.01987848578114729)",1745570283889644861
"geometry_msgs.msg.Vector3(x=0.0574145019031875, y=0.007828572840309928, z=0.139131571283848)","geometry_msgs.msg.Vector3(x=0.0030127696766097554, y=0.09761224636258765, z=0.019876016203887972)",1745570283921249174
"geometry_msgs.msg.Vector3(x=0.0574145019031875, y=0.007828572840309928, z=0.139131571283848)","geometry_msgs.msg.Vector3(x=0.0030127696766097554, y=0.09761224636258765, z=0.019876016203887972)",1745570283954559816
"geometry_msgs.msg.Vector3(x=0.057326703593414075, y=0.007471870608832597, z=0.1456764562775948)","geometry_msgs.msg.Vector3(x=0.003448498126853142, y=0.0972868787377347, z=0.01967162417950324)",1745570283984328701
"geometry_msgs.msg.Vector3(x=0.05735496531113756, y=0.007786867084120093, z=0.1369502359823183)","geometry_msgs.msg.Vector3(x=0.0029844314099344758, y=0.09714375396042287, z=0.01978492155024232)",1745570284017204268
"geometry_msgs.msg.Vector3(x=0.05735496531113756, y=0.007786867084120093, z=0.1369502359823183)","geometry_msgs.msg.Vector3(x=0.0029844314099344758, y=0.09714375396042287, z=0.01978492155024232)",1745570284055817465
"geometry_msgs.msg.Vector3(x=0.057288005549508435, y=0.007495742597630188, z=0.13724025293860043)","geometry_msgs.msg.Vector3(x=0.0033484230673056395, y=0.0969280609976352, z=0.019626141240176965)",1745570284083008218
"geometry_msgs.msg.Vector3(x=0.057294934694296244, y=0.0077287197409804985, z=0.14387176519986405)","geometry_msgs.msg.Vector3(x=0.0029859966262250313, y=0.0967138475630988, z=0.019692786130379895)",1745570284116836498
"geometry_msgs.msg.Vector3(x=0.057294934694296244, y=0.0077287197409804985, z=0.14387176519986405)","geometry_msgs.msg.Vector3(x=0.0029859966262250313, y=0.0967138475630988, z=0.019692786130379895)",1745570284152483875
"geometry_msgs.msg.Vector3(x=0.057289633884808365, y=0.007911542462782552, z=0.14698379518756344)","geometry_msgs.msg.Vector3(x=0.0026885671665135384, y=0.09646896672286039, z=0.019732751212393523)",1745570284181419408
"geometry_msgs.msg.Vector3(x=0.05730025591812936, y=0.008023715499762251, z=0.14518180898812577)","geometry_msgs.msg.Vector3(x=0.0025269961242818033, y=0.09643160180062248, z=0.019774854771728887)",1745570284217513532
"geometry_msgs.msg.Vector3(x=0.05730025591812936, y=0.008023715499762251, z=0.14518180898812577)","geometry_msgs.msg.Vector3(x=0.0025269961242818033, y=0.09643160180062248, z=0.019774854771728887)",1745570284252395853
"geometry_msgs.msg.Vector3(x=0.05720753318923967, y=0.007320930391702444, z=0.1423530128589653)","geometry_msgs.msg.Vector3(x=0.0035066460509740344, y=0.09647692278362431, z=0.01948093278422906)",1745570284283025052
"geometry_msgs.msg.Vector3(x=0.05720753318923967, y=0.007320930391702444, z=0.1423530128589653)","geometry_msgs.msg.Vector3(x=0.0035066460509740344, y=0.09647692278362431, z=0.01948093278422906)",1745570284317360791
"geometry_msgs.msg.Vector3(x=0.057135923255652955, y=0.007599545574080047, z=0.1471507353947688)","geometry_msgs.msg.Vector3(x=0.002966694725073955, y=0.09563559873345083, z=0.019468899166833635)",1745570284350728077
"geometry_msgs.msg.Vector3(x=0.05702062445767922, y=0.0072248746091733125, z=0.13862190299533617)","geometry_msgs.msg.Vector3(x=0.0033995741192861585, y=0.09518807534001232, z=0.019239348037718332)",1745570284383250600
"geometry_msgs.msg.Vector3(x=0.057121914296180624, y=0.0075711699331698044, z=0.13868060868861326)","geometry_msgs.msg.Vector3(x=0.0029924203842630467, y=0.09556283026560843, z=0.019445413761720712)",1745570284419483972
