_linear,_angular,timestamp
"geometry_msgs.msg.Vector3(x=433012.57071488554, y=-0.13760856542610478, z=-0.016600670283118582)","geometry_msgs.msg.Vector3(x=-0.011447758335038229, y=0.025672686690764474, z=-0.058721054627670126)",1745575495512092135
"geometry_msgs.msg.Vector3(x=433012.570135506, y=-0.1320264483907812, z=-0.0192674878763391)","geometry_msgs.msg.Vector3(x=-0.011051505262081622, y=0.029053541426882854, z=-0.05865013970286634)",1745575495548985407
"geometry_msgs.msg.Vector3(x=433012.5703646105, y=-0.13301503610958146, z=-0.02134575891125487)","geometry_msgs.msg.Vector3(x=-0.010339351845085784, y=0.028291747754470953, z=-0.05538093896389236)",1745575495579908885
"geometry_msgs.msg.Vector3(x=433012.5703317001, y=-0.1334942134400816, z=-0.0151648863437841)","geometry_msgs.msg.Vector3(x=-0.012064881946027197, y=0.027326738162263376, z=-0.062010675060520756)",1745575495620970219
"geometry_msgs.msg.Vector3(x=433012.5701141049, y=-0.13180442059194744, z=-0.018334877035433118)","geometry_msgs.msg.Vector3(x=-0.011311253603153127, y=0.028996803733552935, z=-0.05968880522383667)",1745575495642435423
"geometry_msgs.msg.Vector3(x=433012.5701141049, y=-0.13180442059194744, z=-0.018334877035433118)","geometry_msgs.msg.Vector3(x=-0.011311253603153127, y=0.028996803733552935, z=-0.05968880522383667)",1745575495675799668
"geometry_msgs.msg.Vector3(x=433012.5703819693, y=-0.13452746229295787, z=-0.016772908433985205)","geometry_msgs.msg.Vector3(x=-0.011609117979254934, y=0.027357835988868876, z=-0.0601567415855253)",1745575495709571460
"geometry_msgs.msg.Vector3(x=433012.5703819693, y=-0.13452746229295787, z=-0.016772908433985205)","geometry_msgs.msg.Vector3(x=-0.011609117979254934, y=0.027357835988868876, z=-0.0601567415855253)",1745575495743290588
"geometry_msgs.msg.Vector3(x=433012.5702394747, y=-0.13265612257129777, z=-0.01590462472225676)","geometry_msgs.msg.Vector3(x=-0.011905829363440774, y=0.027928429946773466, z=-0.06163515574460357)",1745575495775432893
"geometry_msgs.msg.Vector3(x=1.5603316623552597, y=-0.13136645231128366, z=-0.012825944944967723)","geometry_msgs.msg.Vector3(x=-0.012680914677619387, y=0.027072106323880813, z=-0.06441886126878153)",1745575495832190553
"geometry_msgs.msg.Vector3(x=433012.5710547065, y=-0.14084571452563335, z=-0.012599710793451431)","geometry_msgs.msg.Vector3(x=-0.01233840434471002, y=0.02325403462085284, z=-0.06126062831086984)",1745575495852519129
"geometry_msgs.msg.Vector3(x=433012.57104007964, y=-0.14048769014830853, z=-0.011667949897148781)","geometry_msgs.msg.Vector3(x=-0.012618852867830425, y=0.023147132169576052, z=-0.06236109725685784)",1745575495884538038
